summer,84,84,84
summer,87,99,110
summer,61,88,115
summer,183,212,182
summer,94,186,89
summer,255,255,255
summer,222,211,195
summer,110,3,9
summer,168,19,13
summer,240,141,141
summer,184,179,176
summer,219,154,0
summer,115,46,54
summer,217,0,47
summer,250,67,107
summer,232,84,111
summer,204,96,110
summer,89,2,37
summer,143,31,80
summer,135,49,95
summer,189,60,116
summer,184,84,99
summer,82,0,0
summer,166,18,82
summer,214,43,134
summer,207,97,137
summer,219,110,214
summer,129,49,135
summer,140,39,85
summer,207,132,161
summer,203,157,224
summer,217,180,196
summer,75,28,94
summer,108,0,150
summer,151,125,255
summer,181,139,240
summer,245,196,231
summer,37,35,82
summer,14,56,105
summer,124,120,255
summer,98,148,240
summer,129,188,240
summer,11,93,110
summer,60,110,143
summer,80,121,150
summer,146,180,240
summer,153,203,247
summer,38,103,110
summer,32,125,123
summer,0,143,143
summer,72,86,125
summer,80,86,107
summer,0,148,81
summer,0,140,115
summer,16,125,121
summer,20,199,154
summer,57,64,112
summer,10,71,0
summer,42,143,40
summer,183,212,182
summer,100,153,158
summer,219,219,219
summer,64,64,64
summer,71,24,15
summer,97,42,52
summer,209,217,208
summer,254,255,181
summer,255,255,255
fall,66,0,39
fall,173,40,75
fall,207,107,150
fall,240,141,158
fall,219,154,0
fall,224,28,18
fall,232,86,84
fall,232,84,111
fall,104,1,138
fall,230,179,255
fall,135,42,16
fall,191,82,65
fall,230,108,90
fall,207,178,138
fall,255,245,191
fall,130,67,0
fall,196,75,0
fall,232,126,81
fall,230,164,85
fall,237,193,140
fall,171,102,5
fall,171,133,108
fall,230,164,85
fall,255,179,128
fall,207,178,138
fall,171,126,3
fall,199,138,82
fall,250,231,107
fall,235,210,164
fall,240,211,144
fall,115,85,2
fall,173,147,0
fall,194,174,60
fall,252,239,149
fall,255,255,153
fall,110,110,0
fall,198,227,141
fall,232,232,74
fall,235,224,108
fall,117,235,199
fall,35,50,122
fall,60,110,143
fall,71,117,196
fall,94,148,235
fall,0,172,207
fall,32,125,123
fall,3,130,128
fall,26,171,168
fall,82,199,199
fall,100,153,158
fall,76,115,88
fall,41,148,86
fall,0,140,115
fall,182,212,191
fall,188,227,199
fall,115,110,103
fall,71,23,18
fall,135,124,108
fall,204,185,157
fall,180,189,142
fall,255,255,255
fall,180,189,143
fall,66,0,39
fall,143,46,86
fall,173,38,74
fall,207,107,150
fall,219,154,0
fall,110,13,31
fall,166,20,47
fall,189,60,84
fall,232,84,111
fall,237,142,160
fall,110,12,10
fall,168,19,13
fall,191,61,59
fall,224,28,18
fall,240,141,141
fall,112,28,11
fall,168,42,17
fall,191,82,65
fall,230,106,87
fall,232,86,84
fall,112,41,10
fall,168,59,15
fall,191,97,63
fall,230,125,87
fall,115,110,103
fall,112,54,9
fall,171,83,10
fall,204,110,55
fall,230,146,87
fall,135,124,108
fall,112,66,7
fall,171,102,5
fall,191,134,63
fall,230,164,85
fall,237,194,142
fall,115,85,2
fall,171,125,0
fall,191,155,63
fall,230,186,85
fall,240,211,144
fall,115,98,0
fall,173,147,0
fall,194,174,60
fall,230,207,83
fall,240,225,144
fall,110,110,0
fall,119,120,68
fall,93,105,49
fall,24,61,24
fall,178,186,140
fall,29,72,77
fall,76,115,88
fall,41,148,86
fall,93,118,120
fall,170,227,188
fall,19,59,57
fall,0,128,125
fall,22,171,168
fall,82,199,199
fall,147,204,194
fall,17,88,112
fall,37,53,133
fall,26,76,105
fall,71,117,196
fall,91,146,235
fall,46,46,79
fall,60,110,143
fall,255,248,191
fall,103,0,138
fall,255,241,150
fall,64,64,64
fall,74,60,58
winter,255,23,27
winter,168,15,43
winter,156,14,26
winter,250,0,92
winter,204,204,190
winter,250,30,41
winter,145,25,79
winter,184,0,80
winter,176,0,76
winter,161,51,93
winter,71,31,51
winter,214,0,104
winter,255,56,142
winter,250,77,175
winter,255,191,219
winter,75,28,94
winter,194,58,119
winter,255,20,122
winter,222,0,111
winter,199,0,99
winter,105,0,115
winter,81,5,168
winter,108,0,150
winter,127,125,255
winter,215,122,255
winter,5,61,230
winter,133,0,199
winter,227,81,232
winter,236,191,255
winter,209,226,227
winter,43,38,145
winter,19,5,168
winter,0,71,201
winter,23,178,255
winter,15,107,255
winter,12,88,97
winter,98,217,213
winter,24,181,160
winter,36,209,209
winter,16,122,179
winter,53,120,57
winter,0,128,0
winter,25,140,85
winter,25,191,164
winter,163,230,210
winter,87,0,36
winter,80,86,107
winter,28,18,13
winter,84,84,84
winter,191,255,191
winter,148,137,123
winter,204,200,194
winter,219,219,219
winter,255,255,255
winter,255,255,120
winter,0,0,0
winter,255,255,255
winter,255,140,59
winter,255,255,153
winter,166,20,47
winter,156,14,26
winter,227,0,34
winter,214,0,100
winter,204,204,190
winter,97,42,52
winter,173,38,74
winter,143,31,80
winter,173,0,75
winter,161,51,93
winter,143,46,86
winter,184,0,80
winter,214,0,104
winter,255,56,142
winter,250,77,175
winter,166,13,123
winter,194,58,119
winter,255,20,122
winter,232,84,111
winter,255,191,219
winter,75,28,94
winter,187,0,194
winter,227,81,232
winter,255,191,255
winter,236,191,255
winter,81,5,168
winter,108,0,150
winter,153,99,207
winter,15,107,255
winter,0,28,138
winter,43,38,145
winter,19,5,168
winter,14,56,105
winter,16,122,179
winter,146,180,240
winter,53,120,57
winter,0,168,0
winter,25,140,85
winter,0,140,115
winter,199,255,255
winter,25,117,125
winter,0,125,125
winter,33,255,222
winter,77,255,255
winter,191,255,191
winter,25,191,164
winter,0,217,217
winter,163,230,210
winter,162,242,217
winter,255,255,120
winter,24,50,84
winter,80,86,107
winter,138,138,138
winter,255,255,255
winter,255,255,153
winter,84,84,84
winter,214,204,186
winter,204,204,204
winter,255,255,255
winter,0,0,0
winter,64,32,0
